Year;Month;Country;Branch_ID;Sales;Customers;Marketing_Spend
2024;Mar;Australia;KFC_AU_02;181306;3925;28231
2022;Nov;USA;KFC_US_01;86905;2205;22960
2024;Apr;Canada;KFC_CA_01;65620;1952;16820
2024;Nov;USA;KFC_US_03;175531;3939;14032
2024;Feb;USA;KFC_US_01;204949;4348;17985
2020;Apr;Canada;KFC_CA_02;196241;4307;19654
2019;Aug;Australia;KFC_AU_01;88283;1753;18163
2022;Aug;UK;KFC_UK_02;134218;3750;17968
2018;Aug;India;KFC_IN_03;208254;5807;22430
2024;Mar;Australia;KFC_AU_01;77693;1500;13193
2024;Nov;India;KFC_IN_03;94952;1903;20735
2019;Apr;USA;KFC_US_03;255033;5442;26469
2018;Jun;Canada;KFC_CA_01;109081;2855;6301
2020;Nov;USA;KFC_US_03;145094;3075;6719
2019;Sep;Canada;KFC_CA_01;207310;4758;7474
2021;Feb;Australia;KFC_AU_02;99935;1840;28175
2021;Jan;India;KFC_IN_04;147347;4751;19070
2024;Jun;UK;KFC_UK_01;217003;4788;25483
2018;Jul;Canada;KFC_CA_02;147757;3132;28741
2018;Nov;UK;KFC_UK_02;116382;3016;13838
2019;Feb;India;KFC_IN_02;191259;4512;19803
2021;May;UK;KFC_UK_02;170896;3930;17626
2021;Aug;India;KFC_IN_04;176187;4301;8448
2023;Aug;USA;KFC_US_01;107301;3193;5125
2018;Nov;UK;KFC_UK_02;218886;5111;19557
2022;Dec;USA;KFC_US_01;220581;4849;26621
2019;Jan;USA;KFC_US_01;108976;2899;10410
2023;Sep;UK;KFC_UK_02;273651;5542;24261
2019;Nov;Australia;KFC_AU_01;192990;4529;11830
2021;Sep;Australia;KFC_AU_02;123772;2535;9697
2023;Feb;UK;KFC_UK_02;119277;4312;11477
2018;Jul;USA;KFC_US_01;114632;2723;8435
2020;Oct;Australia;KFC_AU_02;140463;4621;6454
2019;Jul;USA;KFC_US_03;188800;5421;26170
2020;Sep;UK;KFC_UK_02;144507;4351;18328
2022;Aug;Australia;KFC_AU_01;62347;2097;9922
2018;Mar;Canada;KFC_CA_01;228528;4800;12528
2018;Jun;USA;KFC_US_02;106951;3239;13020
2023;May;UK;KFC_UK_01;145621;4277;17311
2022;May;India;KFC_IN_04;193963;4386;9751
2022;Aug;Canada;KFC_CA_02;165863;5630;13853
2021;May;Australia;KFC_AU_02;159193;3130;27733
2021;Jul;USA;KFC_US_01;114293;4113;11468
2018;Jul;Canada;KFC_CA_02;156387;3357;22107
2022;Sep;USA;KFC_US_01;177055;5580;20815
2023;Dec;India;KFC_IN_04;108350;2074;25390
2020;Mar;Canada;KFC_CA_02;108768;2529;7608
2020;Aug;Canada;KFC_CA_01;132638;2665;18043
2018;Feb;USA;KFC_US_01;219715;4878;5083
2023;Jul;India;KFC_IN_02;73507;1737;12712
2018;Nov;India;KFC_IN_04;139435;2801;18992
2021;Apr;Australia;KFC_AU_02;80750;2221;25225
2024;Dec;India;KFC_IN_01;118617;2992;7913
2023;Nov;Australia;KFC_AU_01;152037;3064;26413
2018;Jul;USA;KFC_US_01;107248;1849;29590
2024;Jan;USA;KFC_US_01;172639;5903;25064
2024;Jan;India;KFC_IN_03;159707;5069;17775
2021;Dec;Australia;KFC_AU_01;176183;5147;26920
2021;Feb;USA;KFC_US_02;167035;5204;21323
2020;Sep;Australia;KFC_AU_01;132812;2584;16532
2020;Sep;Australia;KFC_AU_02;182195;4185;27350
2018;Oct;Australia;KFC_AU_01;112951;2868;29779
2022;Jul;India;KFC_IN_01;165536;4180;15056
2018;Jul;Australia;KFC_AU_02;204018;5056;16946
2019;Dec;Australia;KFC_AU_01;138684;2957;26318
2022;Jul;Canada;KFC_CA_01;84598;2309;8401
2019;Dec;UK;KFC_UK_01;131933;4091;29658
2018;Aug;Australia;KFC_AU_02;94050;1894;20184
2018;Nov;Canada;KFC_CA_01;163907;3685;9137
2018;Nov;UK;KFC_UK_01;123117;2512;12589
2018;Nov;Canada;KFC_CA_02;175827;4555;20957
2019;Dec;Australia;KFC_AU_02;109589;2402;20715
2023;Apr;USA;KFC_US_03;196641;4666;5335
2018;Mar;USA;KFC_US_03;147782;3521;21026
2022;Jul;Australia;KFC_AU_02;138927;3810;13197
2020;Feb;UK;KFC_UK_01;142486;4004;6350
2019;Jun;Australia;KFC_AU_02;82754;2700;15254
2023;Sep;India;KFC_IN_01;117938;2984;19466
2022;Mar;India;KFC_IN_03;152456;3324;6200
2018;Feb;Australia;KFC_AU_02;101654;2275;22029
2019;Apr;USA;KFC_US_02;145090;3187;27171
2022;Feb;USA;KFC_US_01;117648;3292;25472
2024;Sep;UK;KFC_UK_01;243577;5350;18877
2022;Nov;Canada;KFC_CA_01;189738;4336;29306
2021;Jun;India;KFC_IN_04;230335;5391;14695
2023;Dec;India;KFC_IN_04;87351;2004;19215
2023;Feb;UK;KFC_UK_01;112613;2689;23876
2020;May;USA;KFC_US_01;162245;5809;17020
2018;Aug;Canada;KFC_CA_02;235130;5281;18609
2023;Jul;India;KFC_IN_02;83048;1741;20372
2023;May;USA;KFC_US_03;163496;3793;23155
2023;Jul;India;KFC_IN_03;150100;5044;13912
2020;Sep;Australia;KFC_AU_02;94758;3035;12813
2023;Dec;Canada;KFC_CA_01;283196;5953;21264
2020;Dec;UK;KFC_UK_02;181366;4212;25522
2023;Aug;USA;KFC_US_01;218942;5337;21473
2020;Dec;USA;KFC_US_03;117300;3171;9486
2022;Jan;USA;KFC_US_02;113013;3286;14433
2022;May;India;KFC_IN_03;161734;3947;23589
2024;Jun;UK;KFC_UK_01;142341;3038;5631
2018;Sep;USA;KFC_US_02;140989;3660;12889
2019;Nov;USA;KFC_US_03;78972;2131;10780
2019;Mar;Australia;KFC_AU_02;163440;3857;20731
2022;Nov;UK;KFC_UK_01;97396;2425;10096
2024;Jul;UK;KFC_UK_02;162685;3419;12249
2023;Sep;UK;KFC_UK_02;262449;5817;6501
2020;Apr;Australia;KFC_AU_02;69591;1891;10970
2024;Sep;USA;KFC_US_03;123259;2957;22721
2022;Nov;Australia;KFC_AU_02;79451;2501;9423
2023;Jul;USA;KFC_US_03;146607;3695;9892
2022;Dec;Canada;KFC_CA_02;121842;2337;16677
2018;May;Australia;KFC_AU_02;174915;4205;23535
2024;Jan;UK;KFC_UK_02;171035;4246;18179
2019;Jul;India;KFC_IN_03;249217;4983;29965
2021;Mar;UK;KFC_UK_02;182624;5054;15842
2019;Apr;UK;KFC_UK_01;81021;1824;6237
2019;Jul;Canada;KFC_CA_02;257581;5832;12637
2023;Mar;UK;KFC_UK_02;178537;5595;21877
2021;Jul;UK;KFC_UK_01;67028;1561;17076
2020;Dec;India;KFC_IN_04;118810;3295;23255
2020;Oct;Australia;KFC_AU_01;92562;1614;26388
2018;Jul;USA;KFC_US_03;168570;3977;13467
2024;Mar;India;KFC_IN_02;92495;2705;11345
2018;Aug;India;KFC_IN_03;192712;4493;17485
2020;Aug;UK;KFC_UK_02;130620;4277;6587
2023;Nov;India;KFC_IN_01;175318;4190;11908
2021;May;USA;KFC_US_02;116365;3173;14829
2020;Feb;Australia;KFC_AU_01;159285;3296;14261
2021;May;USA;KFC_US_02;199857;4117;22826
2024;May;UK;KFC_UK_01;178977;4382;8079
2020;Dec;UK;KFC_UK_01;96792;3388;12092
2018;Jan;UK;KFC_UK_01;116782;1995;29002
2018;Dec;India;KFC_IN_01;155503;3750;28003
2022;Dec;Australia;KFC_AU_01;86569;1747;13195
2021;Dec;Canada;KFC_CA_02;161954;4075;27479
2019;Feb;UK;KFC_UK_02;194407;5484;29887
2020;Jul;India;KFC_IN_02;164375;4234;20419
2018;Jun;India;KFC_IN_03;71888;2155;11548
2020;Oct;UK;KFC_UK_02;65080;1742;18046
2019;Mar;UK;KFC_UK_02;186245;4110;17735
2019;Jul;USA;KFC_US_01;132770;3363;21791
2019;Sep;Australia;KFC_AU_01;181845;4042;8039
2023;May;UK;KFC_UK_01;125828;3452;11912
2021;Mar;UK;KFC_UK_02;183664;4299;16003
2023;Feb;USA;KFC_US_02;127700;2824;11916
2018;Apr;India;KFC_IN_04;192418;3730;24568
2024;Oct;UK;KFC_UK_02;133574;3640;28014
2022;Feb;Canada;KFC_CA_01;177467;4208;17563
2019;Dec;Australia;KFC_AU_01;126944;3078;9980
2022;Jan;Canada;KFC_CA_01;212089;5803;20590
2024;Apr;Australia;KFC_AU_01;134033;3639;17585
2021;Feb;Australia;KFC_AU_01;173681;5740;18701
2021;Jan;Canada;KFC_CA_01;78993;1718;22299
2019;Jan;UK;KFC_UK_02;105053;3220;14893
2018;Mar;Canada;KFC_CA_02;206479;4275;26929
2020;Apr;India;KFC_IN_02;129027;2735;19627
2020;Apr;Australia;KFC_AU_02;201628;4209;20641
2020;Apr;Canada;KFC_CA_02;150118;3129;15571
2024;Aug;India;KFC_IN_02;116555;3311;10603
2022;Feb;UK;KFC_UK_01;97676;3063;21101
2020;Sep;UK;KFC_UK_02;66980;1714;20702
2022;Feb;Australia;KFC_AU_01;135520;2723;18431
2022;Sep;USA;KFC_US_03;236384;4793;20699
2019;Jan;India;KFC_IN_01;142026;3313;6193
2018;Jan;India;KFC_IN_04;156596;5375;6096
2018;Mar;USA;KFC_US_01;56804;1589;9134
2019;Jun;USA;KFC_US_02;99875;2003;9740
2023;May;India;KFC_IN_04;128494;3747;27325
2018;Jan;UK;KFC_UK_02;173916;4051;15927
2019;Jul;USA;KFC_US_01;93688;2532;22792
2020;Sep;USA;KFC_US_02;118385;2724;12149
2021;Jun;UK;KFC_UK_02;170546;3778;26982
2020;Sep;India;KFC_IN_03;95794;1944;27754
2023;May;UK;KFC_UK_01;241706;5026;15536
2019;Nov;India;KFC_IN_02;121492;4462;5480
2018;Oct;India;KFC_IN_01;195754;5357;8259
2024;Sep;UK;KFC_UK_01;139766;3939;17657
2022;May;UK;KFC_UK_02;219473;5269;13982
2021;Sep;USA;KFC_US_02;112589;2718;22895
2023;Sep;Australia;KFC_AU_01;118851;2719;12810
2021;Jul;India;KFC_IN_04;159637;3244;23389
2023;Oct;Canada;KFC_CA_01;64642;1767;18700
2023;Oct;Australia;KFC_AU_01;175795;4445;24665
2019;May;India;KFC_IN_01;230789;5043;24026
2018;Dec;UK;KFC_UK_01;225702;5065;18037
2021;Feb;India;KFC_IN_01;93975;2391;19854
2018;May;USA;KFC_US_01;150435;3883;14530
2019;May;UK;KFC_UK_01;185201;3787;26147
2022;Jan;UK;KFC_UK_02;143806;3408;10894
2024;Feb;UK;KFC_UK_01;173551;4956;10003
2021;Oct;Canada;KFC_CA_01;157534;5313;8770
2022;Dec;India;KFC_IN_02;182154;4906;5538
2020;Sep;Canada;KFC_CA_02;57793;2063;6218
2019;Feb;USA;KFC_US_02;130994;3059;17811
2022;Jul;Australia;KFC_AU_02;61136;2126;5860
2022;May;Canada;KFC_CA_01;135291;4181;9861
2018;Mar;UK;KFC_UK_01;74808;1591;20714
2020;Feb;UK;KFC_UK_01;150936;3609;21012
2019;Sep;Canada;KFC_CA_02;171434;4617;5222
2018;Jan;Canada;KFC_CA_02;90037;1851;19699
2022;Feb;USA;KFC_US_03;95130;2716;5502
2022;Mar;Canada;KFC_CA_02;177410;4893;11048
2020;Dec;India;KFC_IN_02;95031;2680;6591
2023;Oct;USA;KFC_US_02;202792;4320;29992
2020;Feb;Australia;KFC_AU_02;151633;4300;26933
2023;Nov;Australia;KFC_AU_01;81987;1624;17027
2024;Aug;UK;KFC_UK_01;58625;1693;7835
2019;Mar;UK;KFC_UK_02;158026;3561;15586
2020;Jul;USA;KFC_US_02;99573;1791;18978
2023;Mar;UK;KFC_UK_01;147344;3765;23099
2023;Jul;India;KFC_IN_02;86702;1958;6424
2021;Jul;Canada;KFC_CA_02;119118;4425;8493
2023;Sep;Canada;KFC_CA_02;149559;2861;26536
2023;Jun;USA;KFC_US_03;57746;1784;6010
2023;Feb;Canada;KFC_CA_02;82773;3105;5148
2024;Apr;Australia;KFC_AU_02;216149;4585;14409
2023;May;USA;KFC_US_02;197288;5240;24368
2024;Apr;India;KFC_IN_04;125093;2662;23937
2024;Jul;Australia;KFC_AU_02;94544;1696;18224
2019;Feb;India;KFC_IN_01;146694;3035;25294
2021;Feb;India;KFC_IN_03;120329;2178;24497
2018;Apr;USA;KFC_US_03;81059;2055;11189
2021;Apr;USA;KFC_US_02;171786;3962;5382
2020;May;Australia;KFC_AU_01;237875;4786;22505
2019;Apr;India;KFC_IN_01;91777;2925;18652
2019;Sep;India;KFC_IN_02;139661;3154;19809
2023;Aug;Canada;KFC_CA_02;174947;5044;28671
2023;Sep;Australia;KFC_AU_01;144069;5083;16994
2021;Dec;USA;KFC_US_01;102225;2158;13747
2019;Jun;India;KFC_IN_04;183204;3810;23184
2023;Mar;Australia;KFC_AU_02;94598;1860;27638
2022;Jun;Canada;KFC_CA_01;102594;1843;23345
2019;Dec;Canada;KFC_CA_02;142362;4623;8295
2019;Jul;India;KFC_IN_04;65623;1993;15798
2024;Feb;Canada;KFC_CA_01;110579;2933;16723
2024;Oct;USA;KFC_US_01;92650;1603;22118
2018;Feb;UK;KFC_UK_01;160978;3271;26867
2018;Jul;UK;KFC_UK_01;150348;4850;19398
2022;Nov;India;KFC_IN_04;81069;2269;19806
2023;Jan;Australia;KFC_AU_01;191310;5794;17490
2020;Jul;UK;KFC_UK_01;80263;1614;23773
2024;Jun;UK;KFC_UK_01;119752;2524;23840
2024;Jul;Canada;KFC_CA_02;144235;2939;17858
2024;May;Australia;KFC_AU_01;87479;1910;22539
2022;Sep;UK;KFC_UK_02;65662;2125;12537
2021;Feb;Australia;KFC_AU_01;127914;3601;27086
2023;Jun;USA;KFC_US_02;143076;3298;7858
2020;Sep;India;KFC_IN_04;116910;3892;19610
2020;Apr;USA;KFC_US_01;138204;2564;27952
2018;Jun;UK;KFC_UK_01;105618;2305;15723
2024;Jan;Canada;KFC_CA_02;185823;5536;19743
2023;Jul;UK;KFC_UK_02;76173;1933;23982
2018;Mar;Australia;KFC_AU_01;128493;3122;19223
2019;Aug;USA;KFC_US_01;97149;2218;17301
2023;Feb;India;KFC_IN_03;98054;2216;7198
2021;Oct;India;KFC_IN_03;82894;1887;14962
2022;Jan;Canada;KFC_CA_01;173162;5774;23038
2020;May;Canada;KFC_CA_01;180283;3986;8885
2024;Jul;Australia;KFC_AU_01;225802;4610;18352
2019;Aug;Canada;KFC_CA_02;160185;4185;9525
2024;Sep;UK;KFC_UK_02;164020;4212;25024
2024;May;UK;KFC_UK_01;81475;2283;8419
2018;May;Canada;KFC_CA_02;133861;2613;16276
2024;Jun;Australia;KFC_AU_02;165775;4831;11183
2020;Feb;UK;KFC_UK_02;132287;2884;28463
2022;Oct;UK;KFC_UK_01;127387;4083;13063
2022;Sep;India;KFC_IN_02;105662;2859;28469
2021;Dec;Australia;KFC_AU_02;79919;2731;8913
2019;Feb;Canada;KFC_CA_02;178209;3783;15540
2021;Mar;Canada;KFC_CA_02;189574;4787;12455
2024;Sep;India;KFC_IN_01;157548;5635;5403
2019;Apr;India;KFC_IN_01;113676;3252;6360
2024;Jul;India;KFC_IN_02;76145;2076;22169
2018;Apr;Australia;KFC_AU_01;166679;3265;23019
2018;May;USA;KFC_US_03;209191;5191;22315
2024;Feb;Australia;KFC_AU_02;83291;1929;19634
2020;Nov;Australia;KFC_AU_02;82764;1990;11124
2021;Sep;UK;KFC_UK_02;231733;5174;9251
2024;May;Australia;KFC_AU_02;230359;5339;27477
2021;Jun;Australia;KFC_AU_02;186707;4655;14472
2022;Mar;UK;KFC_UK_02;196913;4872;26393
2023;Oct;UK;KFC_UK_01;159731;3847;5851
2023;Jun;Australia;KFC_AU_02;152820;5685;10695
2018;Oct;Australia;KFC_AU_02;208047;4668;21327
2023;Feb;UK;KFC_UK_01;155674;4467;8263
2018;Jan;USA;KFC_US_02;159470;3588;23126
2020;Apr;USA;KFC_US_01;197669;4301;29930
2020;Jan;India;KFC_IN_03;239657;5330;10467
2021;Apr;Canada;KFC_CA_02;65097;2136;7425
2021;Aug;India;KFC_IN_01;222457;4803;20731
2022;Jul;UK;KFC_UK_01;190912;5234;28658
2021;May;Canada;KFC_CA_01;127163;3262;26041
2024;Oct;USA;KFC_US_03;264727;5620;17447
2020;Jul;USA;KFC_US_02;177722;5669;7652
2018;Sep;Canada;KFC_CA_01;165997;3688;18477
2020;May;UK;KFC_UK_02;145569;4110;14049
2021;May;USA;KFC_US_02;89143;2196;12283
2020;Apr;USA;KFC_US_01;88696;1611;29089
2020;Mar;India;KFC_IN_01;202771;4774;11811
2021;May;Australia;KFC_AU_01;158531;3462;23513
2024;Oct;India;KFC_IN_01;70182;1792;16422
2020;Jan;India;KFC_IN_02;116922;4074;15072
2023;Nov;USA;KFC_US_01;127081;3026;12093
2020;Apr;Canada;KFC_CA_01;255451;5954;29199
2023;Jan;UK;KFC_UK_01;205382;5399;21816
2021;Feb;Australia;KFC_AU_01;152456;4905;20021
2024;Apr;India;KFC_IN_02;112166;3718;15498
2024;Mar;Australia;KFC_AU_01;77527;1949;28802
2023;Apr;USA;KFC_US_02;78310;1517;29766
2018;Mar;UK;KFC_UK_01;237198;5799;11037
2022;Feb;UK;KFC_UK_02;136298;3446;26026
2023;Nov;India;KFC_IN_01;151313;3230;22113
2022;Jul;Canada;KFC_CA_02;209638;5368;16390
2021;Feb;India;KFC_IN_02;109629;2074;16299
2018;Jul;India;KFC_IN_01;87327;1639;26684
2019;Mar;UK;KFC_UK_01;120604;2826;7564
2022;Jul;UK;KFC_UK_01;252574;4953;29689
2022;Sep;Canada;KFC_CA_02;173770;5402;27916
2024;Sep;USA;KFC_US_01;173688;3905;13583
2021;Sep;India;KFC_IN_03;264176;5982;24896
2024;Dec;Canada;KFC_CA_01;109836;2482;25448
2019;Oct;Australia;KFC_AU_01;192527;3698;26117
2021;May;UK;KFC_UK_02;98211;2399;23842
2021;Jan;USA;KFC_US_02;63672;2016;9240
2018;Jul;UK;KFC_UK_01;129540;2696;27092
2022;May;India;KFC_IN_04;179878;5299;20908
2019;Aug;Australia;KFC_AU_02;103520;3127;9710
2019;Sep;Canada;KFC_CA_02;184505;5293;20422
2018;Jul;USA;KFC_US_01;59850;1532;10826
2018;Jan;Canada;KFC_CA_02;65869;2228;7941
2018;Aug;Canada;KFC_CA_02;132072;4181;23366
2019;Jan;Australia;KFC_AU_01;184588;4427;20789
2019;Feb;Australia;KFC_AU_01;130470;3208;11774
2020;Jul;India;KFC_IN_03;116278;2649;20914
2021;Sep;Australia;KFC_AU_01;139872;3723;28182
2019;Dec;India;KFC_IN_01;178732;5043;7270
2022;Jan;UK;KFC_UK_02;233360;5547;28121
2022;Aug;USA;KFC_US_02;158447;5013;18083
2020;Jan;USA;KFC_US_02;125990;3330;12770
2023;Jun;India;KFC_IN_04;126138;3153;9477
2021;Mar;USA;KFC_US_02;101687;1934;14657
2021;May;Canada;KFC_CA_02;68577;1740;21597
2024;May;India;KFC_IN_02;85180;1635;16510
2023;Jul;Australia;KFC_AU_01;63561;1534;25211
2022;Sep;UK;KFC_UK_01;103903;1968;29119
2021;Aug;USA;KFC_US_02;132793;4276;17341
2024;Sep;Australia;KFC_AU_02;98002;2308;14914
2019;Jan;UK;KFC_UK_01;128457;2794;5521
2019;Sep;India;KFC_IN_04;119341;2556;9433
2022;Jul;UK;KFC_UK_02;211208;4829;27706
2022;Dec;USA;KFC_US_02;158968;4128;18616
2023;Feb;Australia;KFC_AU_02;82480;2485;20355
2018;Mar;UK;KFC_UK_01;60594;1642;6408
2022;Jun;India;KFC_IN_02;144970;3149;25308
2019;May;India;KFC_IN_03;228972;5144;28356
2021;Jul;UK;KFC_UK_01;172360;5691;13012
2020;Nov;Australia;KFC_AU_01;155420;3649;9460
2024;Apr;UK;KFC_UK_01;66697;1757;10473
2018;Apr;Australia;KFC_AU_02;207398;5863;19782
2023;May;India;KFC_IN_02;138780;2998;27854
2024;Jan;USA;KFC_US_03;252996;5359;22559
2023;Mar;UK;KFC_UK_02;283191;5737;25026
2021;Aug;Canada;KFC_CA_02;66188;1600;19788
2022;Jan;Australia;KFC_AU_01;256900;5699;23241
2019;Apr;UK;KFC_UK_02;184762;3571;27638
2023;Nov;Canada;KFC_CA_01;164354;3860;6094
2023;Nov;Australia;KFC_AU_01;206810;4408;12858
2020;Jul;India;KFC_IN_01;171099;4660;26639
2019;Sep;UK;KFC_UK_01;221230;5334;29206
2023;Nov;India;KFC_IN_02;193297;4362;23179
2020;Apr;USA;KFC_US_02;83121;1591;27436
2022;Apr;India;KFC_IN_02;126143;4003;10056
2020;Sep;Canada;KFC_CA_01;94884;2032;17668
2021;Aug;USA;KFC_US_03;81123;2415;20748
2018;Feb;Australia;KFC_AU_02;163118;3226;17948
2022;Jan;Canada;KFC_CA_02;163500;3051;26205
2018;Apr;India;KFC_IN_03;92403;2709;5715
2024;Aug;India;KFC_IN_02;177084;4191;5253
2023;Sep;USA;KFC_US_01;131549;2366;25079
2023;Sep;Australia;KFC_AU_02;89075;1638;17003
2022;Jul;Australia;KFC_AU_02;153578;5465;16953
2022;Jan;USA;KFC_US_03;94703;2826;7097
2020;Feb;Canada;KFC_CA_01;132612;5099;5137
2023;May;UK;KFC_UK_01;278454;5796;23430
2018;Nov;Australia;KFC_AU_02;125212;3755;16317
2023;Feb;USA;KFC_US_03;86879;2291;6694
2021;Feb;India;KFC_IN_03;119786;3229;13229
2024;Jan;Australia;KFC_AU_02;100616;2630;29606
2023;Feb;Canada;KFC_CA_01;188191;5469;29590
2023;Feb;India;KFC_IN_04;181891;5347;5440
2020;Mar;Canada;KFC_CA_02;166332;3487;9417
2018;Apr;UK;KFC_UK_02;221556;5566;21180
2024;Jul;UK;KFC_UK_02;183995;4122;27359
2021;Jan;UK;KFC_UK_02;75579;1853;18136
2018;Dec;Canada;KFC_CA_02;88110;2483;23552
2021;Apr;Canada;KFC_CA_02;243644;5803;28933
2020;Sep;India;KFC_IN_01;263099;5496;15779
2023;Jul;Canada;KFC_CA_01;120675;2525;14625
2024;Oct;India;KFC_IN_04;116539;2220;23299
2020;Jul;India;KFC_IN_02;200323;4902;18949
2019;Nov;India;KFC_IN_03;216418;5232;28066
2020;Feb;Canada;KFC_CA_01;246447;4835;28872
2024;Sep;UK;KFC_UK_01;256279;5118;25969
2023;May;Australia;KFC_AU_02;117029;2691;14771
2020;Aug;UK;KFC_UK_02;180864;4609;28767
2024;Dec;Canada;KFC_CA_01;180442;3624;24610
2022;Mar;USA;KFC_US_03;102181;2746;11563
2019;Mar;UK;KFC_UK_02;100306;3139;12414
2018;Mar;UK;KFC_UK_02;124446;3760;22926
2024;Feb;USA;KFC_US_02;105814;2797;24701
2020;Mar;Australia;KFC_AU_01;158158;3588;28990
2019;Mar;Australia;KFC_AU_01;97314;1803;23391
2023;Sep;Canada;KFC_CA_02;124627;2913;13933
2023;Aug;USA;KFC_US_03;134424;2578;20992
2018;Aug;Australia;KFC_AU_01;115625;2656;12041
2018;Oct;Canada;KFC_CA_02;163378;5593;17960
2019;Apr;UK;KFC_UK_02;203244;4061;24560
2020;Jul;Canada;KFC_CA_02;210170;4399;12215
2019;Sep;USA;KFC_US_02;227342;5466;14168
2023;Aug;Australia;KFC_AU_02;186560;3932;25348
2021;Jul;India;KFC_IN_03;262837;5378;20827
2020;Oct;USA;KFC_US_03;185704;3752;16864
2020;Dec;India;KFC_IN_04;210427;5148;9655
2019;Jun;India;KFC_IN_03;59177;1685;10312
2022;Jan;Australia;KFC_AU_02;131165;3938;20901
2019;Aug;UK;KFC_UK_02;84134;1856;15462
2024;Apr;UK;KFC_UK_02;141248;4581;22142
2023;Sep;Canada;KFC_CA_01;285280;5902;25592
2023;Apr;USA;KFC_US_03;241342;5754;11182
2023;Sep;UK;KFC_UK_01;137456;3747;28793
2021;Jul;India;KFC_IN_04;156399;3528;8223
2020;Jan;India;KFC_IN_02;147166;2968;16574
2022;Aug;India;KFC_IN_01;211647;4589;9731
2024;Jan;India;KFC_IN_03;249444;5448;9732
2023;Jan;Australia;KFC_AU_02;83166;2078;27060
2021;Apr;India;KFC_IN_02;182099;4538;27807
2020;Jun;Australia;KFC_AU_01;222794;5324;25806
2024;Mar;Canada;KFC_CA_02;142576;3744;26512
2024;Dec;Canada;KFC_CA_01;205156;5877;17092
2022;Nov;UK;KFC_UK_02;127191;2975;23066
2018;Jul;Canada;KFC_CA_02;137746;3396;18886
2024;Aug;India;KFC_IN_03;167684;3889;23791
2023;Sep;Canada;KFC_CA_02;197337;4828;18701
2024;May;UK;KFC_UK_02;96827;1907;14826
2023;Aug;UK;KFC_UK_01;134441;3039;12881
2023;May;UK;KFC_UK_01;166587;5509;28862
2021;Apr;USA;KFC_US_01;212511;4858;8475
2022;Jul;Canada;KFC_CA_02;135024;3511;19161
2022;Apr;Canada;KFC_CA_01;142073;3925;12548
2021;Jan;Canada;KFC_CA_01;248350;5119;23114
2021;Sep;USA;KFC_US_03;96957;3139;15343
2018;Dec;USA;KFC_US_01;167461;3333;24142
2023;Nov;USA;KFC_US_01;82754;2580;10514
2020;Jun;Australia;KFC_AU_01;196212;5976;16932
2024;Dec;Australia;KFC_AU_01;147919;3373;6253
2021;Mar;Australia;KFC_AU_01;124963;2810;20993
2024;Feb;Canada;KFC_CA_01;246776;5371;21194
2018;Mar;USA;KFC_US_02;87580;2044;20128
2018;Oct;India;KFC_IN_01;153867;4336;19451
2023;Feb;India;KFC_IN_01;157903;4312;24231
2023;May;Canada;KFC_CA_01;116505;2230;18385
2019;Aug;USA;KFC_US_03;100807;2586;12883
2020;Dec;Australia;KFC_AU_01;76454;2004;20342
2018;Nov;Canada;KFC_CA_01;185431;4979;26103
2023;Nov;India;KFC_IN_02;93199;2391;9514
2023;Jul;USA;KFC_US_01;225974;4813;23828
2021;Mar;Australia;KFC_AU_02;120455;3385;22290
2024;Apr;Australia;KFC_AU_01;203204;4975;24104
2024;Mar;India;KFC_IN_03;87051;2294;18231
2019;May;Australia;KFC_AU_02;66216;2090;13966
2023;Aug;UK;KFC_UK_01;131606;3323;15301
2021;Jun;Australia;KFC_AU_01;118898;3943;12437
2019;Feb;India;KFC_IN_01;138487;4763;9886
2024;Nov;Canada;KFC_CA_01;145283;3250;5533
2021;Jul;UK;KFC_UK_02;99660;2867;16517
2020;Oct;Australia;KFC_AU_01;110759;3004;23643
2019;Apr;Canada;KFC_CA_02;97946;2994;8126
2020;Aug;Canada;KFC_CA_01;131391;2851;23053
2019;Sep;UK;KFC_UK_01;202362;5616;28266
2019;Jul;USA;KFC_US_03;142621;4078;24359
2021;May;USA;KFC_US_03;85693;1776;12877
2022;Nov;USA;KFC_US_01;155538;4090;8298
2024;Mar;Australia;KFC_AU_02;86376;1860;10116
2023;May;Canada;KFC_CA_01;209876;5398;26344
2019;Jun;Australia;KFC_AU_02;70770;1754;18150
2018;Aug;India;KFC_IN_02;133331;4258;5591
2023;Jul;Australia;KFC_AU_01;152966;5010;27716
2020;Sep;USA;KFC_US_03;69543;2161;15518
2024;Dec;USA;KFC_US_01;105381;2868;16473
2019;Jul;USA;KFC_US_03;215585;5255;15895
2023;Apr;UK;KFC_UK_02;236344;4813;19759
2019;Jan;Australia;KFC_AU_02;169480;5991;13714
2019;Jan;India;KFC_IN_04;87556;2650;18656
2019;Apr;USA;KFC_US_01;104170;2951;27444
2022;Jul;UK;KFC_UK_02;264752;5934;21458
2020;Oct;Australia;KFC_AU_01;133795;3682;27017
2023;Mar;UK;KFC_UK_01;108430;2904;18406
2022;Jan;USA;KFC_US_03;72523;2149;12351
2022;Oct;UK;KFC_UK_02;230056;5996;8204
2021;Oct;USA;KFC_US_03;164482;3470;8332
2024;Nov;UK;KFC_UK_02;157134;2930;25284
2019;Aug;USA;KFC_US_01;134053;3233;14432
